Graph name;|V|;|E|;|pins|;Number of parts;Imbalance;alg_dist;zoltan;patoh;hmetis
email-Enron;36692;36692;367662;8;1.03;8534.0;8503.0;10094.0;8569.0
email-Enron;36692;36692;367662;8;1.05;8510.0;8442.0;9985.0;8471.0
email-Enron;36692;36692;367662;8;1.1;8569.0;8671.0;9581.0;8408.0
email-EuAll;265214;225409;420045;128;1.03;1764.0;2181.0;13190.0;13770.0
email-EuAll;265214;225409;420045;128;1.05;2076.0;1813.0;13307.0;13796.0
email-EuAll;265214;225409;420045;128;1.1;1629.0;1682.0;14148.0;13775.0
email-EuAll;265214;225409;420045;16;1.03;368.0;402.0;1915.0;1115.0
email-EuAll;265214;225409;420045;16;1.05;359.0;390.0;7175.0;1060.0
email-EuAll;265214;225409;420045;16;1.1;346.0;360.0;8675.0;1092.0
email-EuAll;265214;225409;420045;2;1.03;-1;10.0;-1;514.0
email-EuAll;265214;225409;420045;2;1.05;-1;-1;-1;515.0
email-EuAll;265214;225409;420045;2;1.1;-1;-1;-1;515.0
email-EuAll;265214;225409;420045;32;1.03;694.0;684.0;3727.0;8484.0
email-EuAll;265214;225409;420045;32;1.05;684.0;698.0;9222.0;8704.0
email-EuAll;265214;225409;420045;32;1.1;670.0;703.0;3449.0;8407.0
email-EuAll;265214;225409;420045;4;1.03;-1;-1;-1;525.0
email-EuAll;265214;225409;420045;4;1.05;-1;1.0;-1;521.0
email-EuAll;265214;225409;420045;4;1.1;1.0;-1;-1;516.0
email-EuAll;265214;225409;420045;64;1.03;815.0;813.0;4524.0;12047.0
email-EuAll;265214;225409;420045;64;1.05;816.0;822.0;12151.0;11923.0
email-EuAll;265214;225409;420045;64;1.1;786.0;793.0;12366.0;11862.0
email-EuAll;265214;225409;420045;8;1.03;361.0;389.0;835.0;616.0
email-EuAll;265214;225409;420045;8;1.05;328.0;381.0;712.0;614.0
email-EuAll;265214;225409;420045;8;1.1;306.0;334.0;750.0;610.0
p2p-Gnutella04;10879;4935;39994;128;1.03;3545.0;3595.0;4015.0;3868.0
p2p-Gnutella04;10879;4935;39994;128;1.05;3539.0;3565.0;4008.0;3863.0
p2p-Gnutella04;10879;4935;39994;128;1.1;3555.0;3577.0;4005.0;3864.0
p2p-Gnutella04;10879;4935;39994;16;1.03;3252.0;3278.0;3814.0;3510.0
p2p-Gnutella04;10879;4935;39994;16;1.05;3253.0;3314.0;3807.0;3504.0
p2p-Gnutella04;10879;4935;39994;16;1.1;3266.0;3295.0;3797.0;3503.0
p2p-Gnutella04;10879;4935;39994;2;1.03;2807.0;2791.0;2769.0;2791.0
p2p-Gnutella04;10879;4935;39994;2;1.05;2759.0;2722.0;2742.0;2805.0
p2p-Gnutella04;10879;4935;39994;2;1.1;2562.0;2460.0;2360.0;2796.0
p2p-Gnutella04;10879;4935;39994;32;1.03;3326.0;3384.0;3868.0;3659.0
p2p-Gnutella04;10879;4935;39994;32;1.05;3322.0;3393.0;3863.0;3660.0
p2p-Gnutella04;10879;4935;39994;32;1.1;3342.0;3391.0;3854.0;3653.0
p2p-Gnutella04;10879;4935;39994;4;1.03;2913.0;2975.0;3503.0;3186.0
p2p-Gnutella04;10879;4935;39994;4;1.05;2931.0;2929.0;3459.0;3179.0
p2p-Gnutella04;10879;4935;39994;4;1.1;2971.0;3048.0;3436.0;3206.0
p2p-Gnutella04;10879;4935;39994;64;1.03;3412.0;3474.0;3961.0;3815.0
p2p-Gnutella04;10879;4935;39994;64;1.05;3426.0;3472.0;3929.0;3812.0
p2p-Gnutella04;10879;4935;39994;64;1.1;3425.0;3460.0;3927.0;3799.0
p2p-Gnutella04;10879;4935;39994;8;1.03;3168.0;3225.0;3728.0;3354.0
p2p-Gnutella04;10879;4935;39994;8;1.05;3174.0;3240.0;3721.0;3369.0
p2p-Gnutella04;10879;4935;39994;8;1.1;3195.0;3278.0;3701.0;3352.0
p2p-Gnutella05;8846;3850;31839;128;1.03;2740.0;2775.0;3171.0;3107.0
p2p-Gnutella05;8846;3850;31839;128;1.05;2739.0;2783.0;3171.0;3105.0
p2p-Gnutella05;8846;3850;31839;128;1.1;2748.0;2782.0;3228.0;3094.0
p2p-Gnutella05;8846;3850;31839;16;1.03;2530.0;2575.0;2996.0;2728.0
p2p-Gnutella05;8846;3850;31839;16;1.05;2530.0;2570.0;3002.0;2729.0
p2p-Gnutella05;8846;3850;31839;16;1.1;2553.0;2602.0;3005.0;2741.0
p2p-Gnutella05;8846;3850;31839;2;1.03;2167.0;2145.0;2189.0;2145.0
p2p-Gnutella05;8846;3850;31839;2;1.05;2103.0;2108.0;2160.0;2186.0
p2p-Gnutella05;8846;3850;31839;2;1.1;1998.0;1983.0;1842.0;2178.0
p2p-Gnutella05;8846;3850;31839;32;1.03;2594.0;2616.0;3036.0;2880.0
p2p-Gnutella05;8846;3850;31839;32;1.05;2592.0;2623.0;3027.0;2878.0
p2p-Gnutella05;8846;3850;31839;32;1.1;2606.0;2636.0;3028.0;2878.0
p2p-Gnutella05;8846;3850;31839;4;1.03;2317.0;2358.0;2812.0;2450.0
p2p-Gnutella05;8846;3850;31839;4;1.05;2322.0;2327.0;2808.0;2452.0
p2p-Gnutella05;8846;3850;31839;4;1.1;2376.0;2388.0;2756.0;2494.0
p2p-Gnutella05;8846;3850;31839;64;1.03;2651.0;2668.0;3065.0;2952.0
p2p-Gnutella05;8846;3850;31839;64;1.05;2646.0;2691.0;3078.0;2945.0
p2p-Gnutella05;8846;3850;31839;64;1.1;2657.0;2695.0;3076.0;2944.0
p2p-Gnutella05;8846;3850;31839;8;1.03;2478.0;2523.0;2937.0;2597.0
p2p-Gnutella05;8846;3850;31839;8;1.05;2478.0;2520.0;2942.0;2636.0
p2p-Gnutella05;8846;3850;31839;8;1.1;2495.0;2556.0;2947.0;2626.0
p2p-Gnutella06;8717;3739;31525;128;1.03;2786.0;2800.0;3160.0;3034.0
p2p-Gnutella06;8717;3739;31525;128;1.05;2788.0;2808.0;3154.0;3027.0
p2p-Gnutella06;8717;3739;31525;128;1.1;2786.0;2771.0;3143.0;3020.0
p2p-Gnutella06;8717;3739;31525;16;1.03;2606.0;2638.0;3014.0;2783.0
p2p-Gnutella06;8717;3739;31525;16;1.05;2612.0;2623.0;3033.0;2783.0
p2p-Gnutella06;8717;3739;31525;16;1.1;2596.0;2616.0;3016.0;2763.0
p2p-Gnutella06;8717;3739;31525;2;1.03;1803.0;1812.0;1866.0;2108.0
p2p-Gnutella06;8717;3739;31525;2;1.05;1752.0;1736.0;1762.0;2113.0
p2p-Gnutella06;8717;3739;31525;2;1.1;1635.0;1630.0;1819.0;2108.0
p2p-Gnutella06;8717;3739;31525;32;1.03;2678.0;2692.0;3072.0;2945.0
p2p-Gnutella06;8717;3739;31525;32;1.05;2679.0;2704.0;3090.0;2932.0
p2p-Gnutella06;8717;3739;31525;32;1.1;2679.0;2713.0;3069.0;2918.0
p2p-Gnutella06;8717;3739;31525;4;1.03;2289.0;2317.0;2716.0;2382.0
p2p-Gnutella06;8717;3739;31525;4;1.05;2294.0;2323.0;2719.0;2362.0
p2p-Gnutella06;8717;3739;31525;4;1.1;2284.0;2286.0;2698.0;2399.0
p2p-Gnutella06;8717;3739;31525;64;1.03;2733.0;2760.0;3116.0;2980.0
p2p-Gnutella06;8717;3739;31525;64;1.05;2737.0;2750.0;3119.0;2979.0
p2p-Gnutella06;8717;3739;31525;64;1.1;2735.0;2714.0;3120.0;2975.0
p2p-Gnutella06;8717;3739;31525;8;1.03;2432.0;2474.0;2922.0;2615.0
p2p-Gnutella06;8717;3739;31525;8;1.05;2452.0;2502.0;2926.0;2633.0
p2p-Gnutella06;8717;3739;31525;8;1.1;2442.0;2454.0;2918.0;2575.0
p2p-Gnutella08;6301;2465;20777;128;1.03;1743.0;1764.0;2015.0;2005.0
p2p-Gnutella08;6301;2465;20777;128;1.05;1733.0;1763.0;2009.0;1997.0
p2p-Gnutella08;6301;2465;20777;128;1.1;1713.0;1738.0;2012.0;1992.0
p2p-Gnutella08;6301;2465;20777;16;1.03;1403.0;1418.0;1732.0;1546.0
p2p-Gnutella08;6301;2465;20777;16;1.05;1398.0;1417.0;1735.0;1545.0
p2p-Gnutella08;6301;2465;20777;16;1.1;1404.0;1427.0;1727.0;1546.0
p2p-Gnutella08;6301;2465;20777;2;1.03;1166.0;1183.0;1181.0;1135.0
p2p-Gnutella08;6301;2465;20777;2;1.05;1157.0;1165.0;1176.0;1150.0
p2p-Gnutella08;6301;2465;20777;2;1.1;1055.0;1064.0;1121.0;1138.0
p2p-Gnutella08;6301;2465;20777;32;1.03;1438.0;1464.0;1760.0;1640.0
p2p-Gnutella08;6301;2465;20777;32;1.05;1438.0;1468.0;1771.0;1642.0
p2p-Gnutella08;6301;2465;20777;32;1.1;1446.0;1465.0;1752.0;1634.0
p2p-Gnutella08;6301;2465;20777;4;1.03;1230.0;1245.0;1599.0;1341.0
p2p-Gnutella08;6301;2465;20777;4;1.05;1253.0;1248.0;1587.0;1327.0
p2p-Gnutella08;6301;2465;20777;4;1.1;1261.0;1315.0;1561.0;1346.0
p2p-Gnutella08;6301;2465;20777;64;1.03;1484.0;1502.0;1807.0;1726.0
p2p-Gnutella08;6301;2465;20777;64;1.05;1479.0;1518.0;1809.0;1713.0
p2p-Gnutella08;6301;2465;20777;64;1.1;1491.0;1512.0;1803.0;1710.0
p2p-Gnutella08;6301;2465;20777;8;1.03;1360.0;1381.0;1691.0;1448.0
p2p-Gnutella08;6301;2465;20777;8;1.05;1362.0;1386.0;1699.0;1435.0
p2p-Gnutella08;6301;2465;20777;8;1.1;1370.0;1387.0;1678.0;1456.0
p2p-Gnutella09;8114;3055;26013;128;1.03;2030.0;2040.0;2407.0;2447.0
p2p-Gnutella09;8114;3055;26013;128;1.05;2020.0;2038.0;2392.0;2427.0
p2p-Gnutella09;8114;3055;26013;128;1.1;2001.0;2018.0;2472.0;2419.0
p2p-Gnutella09;8114;3055;26013;16;1.03;1799.0;1810.0;2207.0;1955.0
p2p-Gnutella09;8114;3055;26013;16;1.05;1797.0;1831.0;2208.0;1974.0
p2p-Gnutella09;8114;3055;26013;16;1.1;1803.0;1822.0;2207.0;1971.0
p2p-Gnutella09;8114;3055;26013;2;1.03;1516.0;1533.0;1527.0;1485.0
p2p-Gnutella09;8114;3055;26013;2;1.05;1484.0;1507.0;1511.0;1476.0
p2p-Gnutella09;8114;3055;26013;2;1.1;1457.0;1438.0;1469.0;1491.0
p2p-Gnutella09;8114;3055;26013;32;1.03;1849.0;1857.0;2229.0;2103.0
p2p-Gnutella09;8114;3055;26013;32;1.05;1855.0;1858.0;2225.0;2096.0
p2p-Gnutella09;8114;3055;26013;32;1.1;1843.0;1867.0;2227.0;2102.0
p2p-Gnutella09;8114;3055;26013;4;1.03;1574.0;1613.0;2048.0;1711.0
p2p-Gnutella09;8114;3055;26013;4;1.05;1630.0;1637.0;2030.0;1748.0
p2p-Gnutella09;8114;3055;26013;4;1.1;1655.0;1637.0;2047.0;1754.0
p2p-Gnutella09;8114;3055;26013;64;1.03;1888.0;1906.0;2244.0;2147.0
p2p-Gnutella09;8114;3055;26013;64;1.05;1872.0;1906.0;2247.0;2146.0
p2p-Gnutella09;8114;3055;26013;64;1.1;1884.0;1917.0;2259.0;2146.0
p2p-Gnutella09;8114;3055;26013;8;1.03;1754.0;1774.0;2164.0;1848.0
p2p-Gnutella09;8114;3055;26013;8;1.05;1757.0;1779.0;2163.0;1865.0
p2p-Gnutella09;8114;3055;26013;8;1.1;1764.0;1793.0;2160.0;1866.0
p2p-Gnutella24;26518;7570;65369;128;1.03;5305.0;5419.0;6583.0;6096.0
p2p-Gnutella24;26518;7570;65369;128;1.05;5330.0;5436.0;6567.0;6093.0
p2p-Gnutella24;26518;7570;65369;128;1.1;5382.0;5498.0;6565.0;6083.0
p2p-Gnutella24;26518;7570;65369;16;1.03;5120.0;5216.0;6433.0;5365.0
p2p-Gnutella24;26518;7570;65369;16;1.05;5190.0;5203.0;6427.0;5406.0
p2p-Gnutella24;26518;7570;65369;16;1.1;5220.0;5318.0;6448.0;5371.0
p2p-Gnutella24;26518;7570;65369;2;1.03;4147.0;4296.0;4284.0;4208.0
p2p-Gnutella24;26518;7570;65369;2;1.05;4116.0;4224.0;4235.0;4202.0
p2p-Gnutella24;26518;7570;65369;2;1.1;3807.0;4057.0;4053.0;4252.0
p2p-Gnutella24;26518;7570;65369;32;1.03;5222.0;5298.0;6507.0;5620.0
p2p-Gnutella24;26518;7570;65369;32;1.05;5212.0;5322.0;6477.0;5612.0
p2p-Gnutella24;26518;7570;65369;32;1.1;5283.0;5370.0;6494.0;5637.0
p2p-Gnutella24;26518;7570;65369;4;1.03;4574.0;4518.0;5888.0;4825.0
p2p-Gnutella24;26518;7570;65369;4;1.05;4649.0;4645.0;5849.0;4923.0
p2p-Gnutella24;26518;7570;65369;4;1.1;4725.0;4788.0;5836.0;4862.0
p2p-Gnutella24;26518;7570;65369;64;1.03;5245.0;5372.0;6526.0;5916.0
p2p-Gnutella24;26518;7570;65369;64;1.05;5297.0;5373.0;6543.0;5909.0
p2p-Gnutella24;26518;7570;65369;64;1.1;5352.0;5461.0;6535.0;5895.0
p2p-Gnutella24;26518;7570;65369;8;1.03;4998.0;5077.0;6290.0;5089.0
p2p-Gnutella24;26518;7570;65369;8;1.05;5015.0;5079.0;6283.0;5198.0
p2p-Gnutella24;26518;7570;65369;8;1.1;5101.0;5212.0;6276.0;5216.0
p2p-Gnutella25;22687;6221;54705;128;1.03;4349.0;4387.0;5430.0;4974.0
p2p-Gnutella25;22687;6221;54705;128;1.05;4343.0;4402.0;5457.0;4959.0
p2p-Gnutella25;22687;6221;54705;128;1.1;4398.0;4436.0;5461.0;4955.0
p2p-Gnutella25;22687;6221;54705;16;1.03;4178.0;4186.0;5326.0;4373.0
p2p-Gnutella25;22687;6221;54705;16;1.05;4169.0;4206.0;5277.0;4384.0
p2p-Gnutella25;22687;6221;54705;16;1.1;4203.0;4263.0;5281.0;4327.0
p2p-Gnutella25;22687;6221;54705;2;1.03;3283.0;3456.0;3404.0;3349.0
p2p-Gnutella25;22687;6221;54705;2;1.05;3202.0;3445.0;3499.0;3351.0
p2p-Gnutella25;22687;6221;54705;2;1.1;3007.0;3241.0;3358.0;3374.0
p2p-Gnutella25;22687;6221;54705;32;1.03;4216.0;4246.0;5386.0;4591.0
p2p-Gnutella25;22687;6221;54705;32;1.05;4233.0;4257.0;5386.0;4583.0
p2p-Gnutella25;22687;6221;54705;32;1.1;4260.0;4339.0;5368.0;4559.0
p2p-Gnutella25;22687;6221;54705;4;1.03;3698.0;3694.0;4760.0;3892.0
p2p-Gnutella25;22687;6221;54705;4;1.05;3747.0;3759.0;4792.0;3926.0
p2p-Gnutella25;22687;6221;54705;4;1.1;3781.0;3787.0;4747.0;3987.0
p2p-Gnutella25;22687;6221;54705;64;1.03;4258.0;4311.0;5428.0;4843.0
p2p-Gnutella25;22687;6221;54705;64;1.05;4276.0;4315.0;5407.0;4875.0
p2p-Gnutella25;22687;6221;54705;64;1.1;4313.0;4374.0;5424.0;4844.0
p2p-Gnutella25;22687;6221;54705;8;1.03;4054.0;4081.0;5145.0;4151.0
p2p-Gnutella25;22687;6221;54705;8;1.05;4098.0;4134.0;5158.0;4202.0
p2p-Gnutella25;22687;6221;54705;8;1.1;4099.0;4168.0;5132.0;4181.0
p2p-Gnutella30;36682;9722;88328;128;1.03;6849.0;6961.0;8578.0;7764.0
p2p-Gnutella30;36682;9722;88328;128;1.05;6863.0;6969.0;8537.0;7800.0
p2p-Gnutella30;36682;9722;88328;128;1.1;6875.0;6969.0;8540.0;7819.0
p2p-Gnutella30;36682;9722;88328;16;1.03;6490.0;6573.0;8293.0;6703.0
p2p-Gnutella30;36682;9722;88328;16;1.05;6499.0;6575.0;8296.0;6792.0
p2p-Gnutella30;36682;9722;88328;16;1.1;6450.0;6578.0;8265.0;6733.0
p2p-Gnutella30;36682;9722;88328;2;1.03;4921.0;5031.0;5112.0;4890.0
p2p-Gnutella30;36682;9722;88328;2;1.05;4881.0;5076.0;5123.0;4894.0
p2p-Gnutella30;36682;9722;88328;2;1.1;4731.0;4950.0;4970.0;4907.0
p2p-Gnutella30;36682;9722;88328;32;1.03;6636.0;6747.0;8417.0;7008.0
p2p-Gnutella30;36682;9722;88328;32;1.05;6651.0;6748.0;8462.0;6982.0
p2p-Gnutella30;36682;9722;88328;32;1.1;6622.0;6768.0;8399.0;6999.0
p2p-Gnutella30;36682;9722;88328;4;1.03;5342.0;5336.0;7247.0;5946.0
p2p-Gnutella30;36682;9722;88328;4;1.05;5288.0;5334.0;7284.0;6122.0
p2p-Gnutella30;36682;9722;88328;4;1.1;5395.0;5254.0;7196.0;6155.0
p2p-Gnutella30;36682;9722;88328;64;1.03;6732.0;6833.0;8504.0;7383.0
p2p-Gnutella30;36682;9722;88328;64;1.05;6738.0;6853.0;8545.0;7379.0
p2p-Gnutella30;36682;9722;88328;64;1.1;6688.0;6805.0;8487.0;7373.0
p2p-Gnutella30;36682;9722;88328;8;1.03;6253.0;6304.0;7981.0;6471.0
p2p-Gnutella30;36682;9722;88328;8;1.05;6233.0;6292.0;8018.0;6509.0
p2p-Gnutella30;36682;9722;88328;8;1.1;6242.0;6297.0;7930.0;6596.0
p2p-Gnutella31;62586;16387;147892;128;1.03;11749.0;11853.0;14509.0;12930.0
p2p-Gnutella31;62586;16387;147892;128;1.05;11772.0;11830.0;14528.0;12979.0
p2p-Gnutella31;62586;16387;147892;128;1.1;11817.0;11916.0;14523.0;12951.0
p2p-Gnutella31;62586;16387;147892;16;1.03;11237.0;11290.0;14103.0;11393.0
p2p-Gnutella31;62586;16387;147892;16;1.05;11235.0;11275.0;14158.0;11385.0
p2p-Gnutella31;62586;16387;147892;16;1.1;11102.0;11321.0;14129.0;11486.0
p2p-Gnutella31;62586;16387;147892;2;1.03;7932.0;8121.0;8672.0;8078.0
p2p-Gnutella31;62586;16387;147892;2;1.05;7778.0;8111.0;8664.0;7961.0
p2p-Gnutella31;62586;16387;147892;2;1.1;7439.0;8005.0;8516.0;8165.0
p2p-Gnutella31;62586;16387;147892;32;1.03;11489.0;11616.0;14295.0;11763.0
p2p-Gnutella31;62586;16387;147892;32;1.05;11486.0;11530.0;14321.0;11742.0
p2p-Gnutella31;62586;16387;147892;32;1.1;11356.0;11621.0;14336.0;11784.0
p2p-Gnutella31;62586;16387;147892;4;1.03;9200.0;8963.0;12508.0;10215.0
p2p-Gnutella31;62586;16387;147892;4;1.05;9147.0;8920.0;12353.0;10319.0
p2p-Gnutella31;62586;16387;147892;4;1.1;9024.0;9163.0;12460.0;10637.0
p2p-Gnutella31;62586;16387;147892;64;1.03;11635.0;11725.0;14434.0;12280.0
p2p-Gnutella31;62586;16387;147892;64;1.05;11630.0;11713.0;14455.0;12262.0
p2p-Gnutella31;62586;16387;147892;64;1.1;11542.0;11724.0;14425.0;12237.0
p2p-Gnutella31;62586;16387;147892;8;1.03;10772.0;10799.0;13632.0;11101.0
p2p-Gnutella31;62586;16387;147892;8;1.05;10762.0;10805.0;13582.0;11211.0
p2p-Gnutella31;62586;16387;147892;8;1.1;10653.0;10781.0;13686.0;11371.0
roadNet-CA;1971281;1965206;5533214;128;1.03;12572.0;13263.0;13068.0;11194.0
roadNet-CA;1971281;1965206;5533214;128;1.05;12161.0;13326.0;12229.0;10937.0
roadNet-CA;1971281;1965206;5533214;128;1.1;11799.0;12515.0;12269.0;10883.0
roadNet-CA;1971281;1965206;5533214;16;1.03;2621.0;2826.0;2814.0;2385.0
roadNet-CA;1971281;1965206;5533214;16;1.05;2500.0;2823.0;2979.0;2350.0
roadNet-CA;1971281;1965206;5533214;16;1.1;2494.0;2812.0;2589.0;2368.0
roadNet-CA;1971281;1965206;5533214;2;1.03;289.0;308.0;266.0;241.0
roadNet-CA;1971281;1965206;5533214;2;1.05;264.0;260.0;266.0;245.0
roadNet-CA;1971281;1965206;5533214;2;1.1;258.0;275.0;266.0;247.0
roadNet-CA;1971281;1965206;5533214;32;1.03;4521.0;5052.0;5202.0;4120.0
roadNet-CA;1971281;1965206;5533214;32;1.05;4534.0;4841.0;5014.0;4061.0
roadNet-CA;1971281;1965206;5533214;32;1.1;4395.0;4685.0;4664.0;4109.0
roadNet-CA;1971281;1965206;5533214;4;1.03;793.0;909.0;1001.0;705.0
roadNet-CA;1971281;1965206;5533214;4;1.05;743.0;850.0;768.0;724.0
roadNet-CA;1971281;1965206;5533214;4;1.1;715.0;806.0;729.0;659.0
roadNet-CA;1971281;1965206;5533214;64;1.03;7298.0;8243.0;8105.0;6848.0
roadNet-CA;1971281;1965206;5533214;64;1.05;7271.0;8075.0;7999.0;6643.0
roadNet-CA;1971281;1965206;5533214;64;1.1;7108.0;7586.0;7526.0;6608.0
roadNet-CA;1971281;1965206;5533214;8;1.03;1510.0;1618.0;1603.0;1306.0
roadNet-CA;1971281;1965206;5533214;8;1.05;1494.0;1535.0;1983.0;1342.0
roadNet-CA;1971281;1965206;5533214;8;1.1;1414.0;1596.0;1548.0;1316.0
roadNet-PA;1090920;1088092;3083796;128;1.03;11979.0;12889.0;12193.0;10807.0
roadNet-PA;1090920;1088092;3083796;128;1.05;11828.0;12652.0;12046.0;10563.0
roadNet-PA;1090920;1088092;3083796;128;1.1;11440.0;12199.0;11925.0;10583.0
roadNet-PA;1090920;1088092;3083796;16;1.03;2850.0;3225.0;3162.0;2601.0
roadNet-PA;1090920;1088092;3083796;16;1.05;2886.0;3152.0;3036.0;2785.0
roadNet-PA;1090920;1088092;3083796;16;1.1;2796.0;3068.0;2990.0;2701.0
roadNet-PA;1090920;1088092;3083796;2;1.03;284.0;296.0;281.0;248.0
roadNet-PA;1090920;1088092;3083796;2;1.05;275.0;297.0;299.0;252.0
roadNet-PA;1090920;1088092;3083796;2;1.1;241.0;264.0;225.0;250.0
roadNet-PA;1090920;1088092;3083796;32;1.03;4815.0;5092.0;5202.0;4452.0
roadNet-PA;1090920;1088092;3083796;32;1.05;4564.0;5094.0;4909.0;4445.0
roadNet-PA;1090920;1088092;3083796;32;1.1;4539.0;4891.0;4997.0;4394.0
roadNet-PA;1090920;1088092;3083796;4;1.03;897.0;991.0;933.0;797.0
roadNet-PA;1090920;1088092;3083796;4;1.05;833.0;957.0;1025.0;826.0
roadNet-PA;1090920;1088092;3083796;4;1.1;879.0;954.0;938.0;846.0
roadNet-PA;1090920;1088092;3083796;64;1.03;7350.0;7937.0;7875.0;6959.0
roadNet-PA;1090920;1088092;3083796;64;1.05;7429.0;7786.0;7599.0;6870.0
roadNet-PA;1090920;1088092;3083796;64;1.1;7142.0;7718.0;7746.0;6849.0
roadNet-PA;1090920;1088092;3083796;8;1.03;1734.0;1985.0;2088.0;1571.0
roadNet-PA;1090920;1088092;3083796;8;1.05;1734.0;1898.0;1926.0;1495.0
roadNet-PA;1090920;1088092;3083796;8;1.1;1685.0;1712.0;1777.0;1567.0
roadNet-TX;1393383;1379917;3843320;128;1.03;10706.0;10958.0;10560.0;9078.0
roadNet-TX;1393383;1379917;3843320;128;1.05;10409.0;10713.0;10295.0;8829.0
roadNet-TX;1393383;1379917;3843320;128;1.1;10169.0;10356.0;9884.0;8784.0
roadNet-TX;1393383;1379917;3843320;16;1.03;1837.0;2099.0;2212.0;1771.0
roadNet-TX;1393383;1379917;3843320;16;1.05;1794.0;2023.0;2094.0;1671.0
roadNet-TX;1393383;1379917;3843320;16;1.1;1684.0;1892.0;1890.0;1741.0
roadNet-TX;1393383;1379917;3843320;2;1.03;117.0;123.0;131.0;107.0
roadNet-TX;1393383;1379917;3843320;2;1.05;124.0;136.0;131.0;110.0
roadNet-TX;1393383;1379917;3843320;2;1.1;129.0;142.0;131.0;102.0
roadNet-TX;1393383;1379917;3843320;32;1.03;3493.0;3551.0;3715.0;3094.0
roadNet-TX;1393383;1379917;3843320;32;1.05;3366.0;3684.0;3689.0;3151.0
roadNet-TX;1393383;1379917;3843320;32;1.1;3162.0;3462.0;3664.0;3080.0
roadNet-TX;1393383;1379917;3843320;4;1.03;323.0;359.0;362.0;309.0
roadNet-TX;1393383;1379917;3843320;4;1.05;320.0;320.0;307.0;310.0
roadNet-TX;1393383;1379917;3843320;4;1.1;290.0;319.0;377.0;305.0
roadNet-TX;1393383;1379917;3843320;64;1.03;5829.0;6375.0;6462.0;5379.0
roadNet-TX;1393383;1379917;3843320;64;1.05;5772.0;6317.0;6090.0;5365.0
roadNet-TX;1393383;1379917;3843320;64;1.1;5388.0;6007.0;5970.0;5356.0
roadNet-TX;1393383;1379917;3843320;8;1.03;953.0;1074.0;971.0;938.0
roadNet-TX;1393383;1379917;3843320;8;1.05;876.0;971.0;1045.0;876.0
roadNet-TX;1393383;1379917;3843320;8;1.1;850.0;947.0;880.0;882.0
soc-Epinions1;75888;60341;508837;128;1.03;19597.0;19963.0;24427.0;20893.0
soc-Epinions1;75888;60341;508837;128;1.05;19505.0;20315.0;24246.0;20704.0
soc-Epinions1;75888;60341;508837;128;1.1;19508.0;20268.0;24379.0;20736.0
soc-Epinions1;75888;60341;508837;16;1.03;17231.0;17856.0;19521.0;18356.0
soc-Epinions1;75888;60341;508837;16;1.05;17227.0;17698.0;19229.0;18375.0
soc-Epinions1;75888;60341;508837;16;1.1;17252.0;17402.0;19097.0;18305.0
soc-Epinions1;75888;60341;508837;2;1.03;1838.0;1829.0;2397.0;11370.0
soc-Epinions1;75888;60341;508837;2;1.05;1570.0;1557.0;2248.0;11027.0
soc-Epinions1;75888;60341;508837;2;1.1;1076.0;978.0;2316.0;10385.0
soc-Epinions1;75888;60341;508837;32;1.03;18587.0;18989.0;21539.0;19171.0
soc-Epinions1;75888;60341;508837;32;1.05;18482.0;18935.0;22050.0;19086.0
soc-Epinions1;75888;60341;508837;32;1.1;18446.0;18999.0;21192.0;19030.0
soc-Epinions1;75888;60341;508837;4;1.03;8740.0;8672.0;8912.0;15661.0
soc-Epinions1;75888;60341;508837;4;1.05;8573.0;8456.0;8855.0;15338.0
soc-Epinions1;75888;60341;508837;4;1.1;8187.0;8138.0;8685.0;15462.0
soc-Epinions1;75888;60341;508837;64;1.03;19135.0;20034.0;23373.0;19960.0
soc-Epinions1;75888;60341;508837;64;1.05;19177.0;20012.0;23141.0;19896.0
soc-Epinions1;75888;60341;508837;64;1.1;19137.0;19901.0;23341.0;19813.0
soc-Epinions1;75888;60341;508837;8;1.03;13911.0;14009.0;15445.0;17491.0
soc-Epinions1;75888;60341;508837;8;1.05;13807.0;13903.0;15195.0;17492.0
soc-Epinions1;75888;60341;508837;8;1.1;13569.0;13528.0;14707.0;17513.0
soc-Slashdot0811;77360;77316;905468;128;1.03;32586.0;33358.0;57800.0;35478.0
soc-Slashdot0811;77360;77316;905468;128;1.05;32537.0;33309.0;57092.0;35591.0
soc-Slashdot0811;77360;77316;905468;128;1.1;32507.0;33228.0;58244.0;35370.0
soc-Slashdot0811;77360;77316;905468;16;1.03;31174.0;31989.0;51916.0;31894.0
soc-Slashdot0811;77360;77316;905468;16;1.05;31115.0;31957.0;52543.0;31812.0
soc-Slashdot0811;77360;77316;905468;16;1.1;31083.0;31796.0;48990.0;31866.0
soc-Slashdot0811;77360;77316;905468;2;1.03;24387.0;25548.0;24810.0;25356.0
soc-Slashdot0811;77360;77316;905468;2;1.05;24282.0;25529.0;24715.0;25476.0
soc-Slashdot0811;77360;77316;905468;2;1.1;23871.0;24898.0;24246.0;25831.0
soc-Slashdot0811;77360;77316;905468;32;1.03;31753.0;32587.0;55311.0;32673.0
soc-Slashdot0811;77360;77316;905468;32;1.05;31710.0;32544.0;55465.0;32613.0
soc-Slashdot0811;77360;77316;905468;32;1.1;31691.0;32405.0;53557.0;32536.0
